gene_id,gene_symbol,pathway_id,pathway_name,degree
hsa:867,CBL,path:hsa05100,Bacterial invasion of epithelial cells - Homo sapiens (human),1
hsa:8936,WASF1,path:hsa05100,Bacterial invasion of epithelial cells - Homo sapiens (human),3
hsa:8976,WASL,path:hsa05100,Bacterial invasion of epithelial cells - Homo sapiens (human),4
hsa:9564,BCAR1,path:hsa05100,Bacterial invasion of epithelial cells - Homo sapiens (human),2
hsa:9844,ELMO1,path:hsa05100,Bacterial invasion of epithelial cells - Homo sapiens (human),2
hsa:998,CDC42,path:hsa05100,Bacterial invasion of epithelial cells - Homo sapiens (human),3
hsa:999,CDH1,path:hsa05100,Bacterial invasion of epithelial cells - Homo sapiens (human),1
hsa:101927180,ATP6V1FP2; V-type proton ATPase subunit F-like,path:hsa05110,Vibrio cholerae infection - Homo sapiens (human),1
hsa:10312,TCIRG1,path:hsa05110,Vibrio cholerae infection - Homo sapiens (human),1
hsa:1080,CFTR,path:hsa05110,Vibrio cholerae infection - Homo sapiens (human),2
hsa:109,ADCY3,path:hsa05110,Vibrio cholerae infection - Homo sapiens (human),4
hsa:10945,KDELR1,path:hsa05110,Vibrio cholerae infection - Homo sapiens (human),0
hsa:10952,SEC61B; protein transport protein Sec61 subunit beta,path:hsa05110,Vibrio cholerae infection - Homo sapiens (human),0
hsa:11014,KDELR2,path:hsa05110,Vibrio cholerae infection - Homo sapiens (human),0
hsa:11015,KDELR3,path:hsa05110,Vibrio cholerae infection - Homo sapiens (human),0
hsa:115,ADCY9,path:hsa05110,Vibrio cholerae infection - Homo sapiens (human),4
hsa:127124,ATP6V1G3,path:hsa05110,Vibrio cholerae infection - Homo sapiens (human),1
hsa:155066,ATP6V0E2,path:hsa05110,Vibrio cholerae infection - Homo sapiens (human),1
hsa:23480,SEC61G,path:hsa05110,Vibrio cholerae infection - Homo sapiens (human),0
hsa:23545,ATP6V0A2,path:hsa05110,Vibrio cholerae infection - Homo sapiens (human),1
hsa:245972,ATP6V0D2,path:hsa05110,Vibrio cholerae infection - Homo sapiens (human),1
hsa:245973,ATP6V1C2,path:hsa05110,Vibrio cholerae infection - Homo sapiens (human),1
hsa:2778,GNAS,path:hsa05110,Vibrio cholerae infection - Homo sapiens (human),1
hsa:29927,SEC61A1,path:hsa05110,Vibrio cholerae infection - Homo sapiens (human),0
hsa:30001,ERO1A,path:hsa05110,Vibrio cholerae infection - Homo sapiens (human),1
hsa:375,ARF1,path:hsa05110,Vibrio cholerae infection - Homo sapiens (human),0
hsa:3784,KCNQ1,path:hsa05110,Vibrio cholerae infection - Homo sapiens (human),4
hsa:50617,ATP6V0A4,path:hsa05110,Vibrio cholerae infection - Homo sapiens (human),1
hsa:51382,ATP6V1D,path:hsa05110,Vibrio cholerae infection - Homo sapiens (human),1
hsa:51606,ATP6V1H,path:hsa05110,Vibrio cholerae infection - Homo sapiens (human),1
hsa:523,ATP6V1A,path:hsa05110,Vibrio cholerae infection - Homo sapiens (human),1
hsa:525,ATP6V1B1,path:hsa05110,Vibrio cholerae infection - Homo sapiens (human),1
hsa:526,ATP6V1B2,path:hsa05110,Vibrio cholerae infection - Homo sapiens (human),1
hsa:527,ATP6V0C,path:hsa05110,Vibrio cholerae infection - Homo sapiens (human),1
hsa:528,ATP6V1C1,path:hsa05110,Vibrio cholerae infection - Homo sapiens (human),1
hsa:529,ATP6V1E1,path:hsa05110,Vibrio cholerae infection - Homo sapiens (human),1
hsa:533,ATP6V0B,path:hsa05110,Vibrio cholerae infection - Homo sapiens (human),1
hsa:5335,PLCG1,path:hsa05110,Vibrio cholerae infection - Homo sapiens (human),2
hsa:5336,PLCG2,path:hsa05110,Vibrio cholerae infection - Homo sapiens (human),2
hsa:534,ATP6V1G2,path:hsa05110,Vibrio cholerae infection - Homo sapiens (human),1
hsa:535,ATP6V0A1,path:hsa05110,Vibrio cholerae infection - Homo sapiens (human),1
hsa:537,ATP6AP1,path:hsa05110,Vibrio cholerae infection - Homo sapiens (human),1
hsa:55176,SEC61A2; protein transport protein Sec61 subunit alpha isoform 2 isoform a,path:hsa05110,Vibrio cholerae infection - Homo sapiens (human),0
hsa:5566,PRKACA,path:hsa05110,Vibrio cholerae infection - Homo sapiens (human),4
hsa:5567,PRKACB,path:hsa05110,Vibrio cholerae infection - Homo sapiens (human),4
hsa:5568,PRKACG,path:hsa05110,Vibrio cholerae infection - Homo sapiens (human),4
hsa:5578,PRKCA,path:hsa05110,Vibrio cholerae infection - Homo sapiens (human),3
hsa:60,ACTB,path:hsa05110,Vibrio cholerae infection - Homo sapiens (human),1
hsa:6558,SLC12A2,path:hsa05110,Vibrio cholerae infection - Homo sapiens (human),6
hsa:7082,TJP1,path:hsa05110,Vibrio cholerae infection - Homo sapiens (human),0
hsa:71,ACTG1,path:hsa05110,Vibrio cholerae infection - Homo sapiens (human),1
hsa:8992,ATP6V0E1,path:hsa05110,Vibrio cholerae infection - Homo sapiens (human),1
hsa:90423,ATP6V1E2,path:hsa05110,Vibrio cholerae infection - Homo sapiens (human),1
hsa:9114,ATP6V0D1,path:hsa05110,Vibrio cholerae infection - Homo sapiens (human),1
hsa:9296,ATP6V1F,path:hsa05110,Vibrio cholerae infection - Homo sapiens (human),1
hsa:9414,TJP2,path:hsa05110,Vibrio cholerae infection - Homo sapiens (human),0
hsa:9550,ATP6V1G1,path:hsa05110,Vibrio cholerae infection - Homo sapiens (human),1
hsa:9601,PDIA4,path:hsa05110,Vibrio cholerae infection - Homo sapiens (human),1
hsa:101927180,ATP6V1FP2; V-type proton ATPase subunit F-like,path:hsa05120,Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human),1
hsa:102,ADAM10,path:hsa05120,Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human),2
hsa:10312,TCIRG1,path:hsa05120,Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human),1
hsa:10392,NOD1,path:hsa05120,Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human),1
hsa:1147,CHUK,path:hsa05120,Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human),1
hsa:127124,ATP6V1G3,path:hsa05120,Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human),1
hsa:1432,MAPK14,path:hsa05120,Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human),2
hsa:1445,CSK; tyrosine-protein kinase CSK isoform 1,path:hsa05120,Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human),1
hsa:150084,IGSF5,path:hsa05120,Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human),1
hsa:155066,ATP6V0E2,path:hsa05120,Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human),1
hsa:1839,HBEGF,path:hsa05120,Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human),3
hsa:1956,EGFR,path:hsa05120,Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human),1
hsa:23545,ATP6V0A2,path:hsa05120,Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human),1
hsa:245972,ATP6V0D2,path:hsa05120,Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human),1
hsa:245973,ATP6V1C2,path:hsa05120,Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human),1
hsa:28964,GIT1,path:hsa05120,Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human),1
hsa:2919,CXCL1,path:hsa05120,Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human),3
hsa:2920,CXCL2,path:hsa05120,Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human),3
hsa:2921,CXCL3,path:hsa05120,Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human),3
hsa:3551,IKBKB,path:hsa05120,Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human),1
hsa:3576,CXCL8,path:hsa05120,Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human),4
hsa:3577,CXCR1,path:hsa05120,Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human),2
hsa:3579,CXCR2,path:hsa05120,Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human),2
hsa:3725,JUN,path:hsa05120,Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human),3
hsa:4067,LYN,path:hsa05120,Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human),1
hsa:4233,MET,path:hsa05120,Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human),0
hsa:4790,NFKB1,path:hsa05120,Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human),5
hsa:4792,NFKBIA,path:hsa05120,Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human),3
hsa:5058,PAK1,path:hsa05120,Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human),2
hsa:50617,ATP6V0A4,path:hsa05120,Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human),1
hsa:50848,F11R,path:hsa05120,Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human),1
hsa:51382,ATP6V1D,path:hsa05120,Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human),1
hsa:51606,ATP6V1H,path:hsa05120,Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human),1
hsa:523,ATP6V1A,path:hsa05120,Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human),1
hsa:525,ATP6V1B1,path:hsa05120,Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human),1
hsa:526,ATP6V1B2,path:hsa05120,Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human),1
hsa:527,ATP6V0C,path:hsa05120,Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human),1
hsa:528,ATP6V1C1,path:hsa05120,Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human),1
hsa:529,ATP6V1E1,path:hsa05120,Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human),1
hsa:533,ATP6V0B,path:hsa05120,Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human),1
hsa:5335,PLCG1,path:hsa05120,Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human),0
hsa:5336,PLCG2,path:hsa05120,Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human),0
hsa:534,ATP6V1G2,path:hsa05120,Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human),1
hsa:535,ATP6V0A1,path:hsa05120,Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human),1
hsa:537,ATP6AP1,path:hsa05120,Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human),1
hsa:5599,MAPK8,path:hsa05120,Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human),2
hsa:5600,MAPK11,path:hsa05120,Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human),2
hsa:5601,MAPK9,path:hsa05120,Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human),2
hsa:5602,MAPK10,path:hsa05120,Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human),2
hsa:5603,MAPK13,path:hsa05120,Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human),2
hsa:5781,PTPN11,path:hsa05120,Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human),0
hsa:5803,PTPRZ1,path:hsa05120,Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human),1
hsa:58494,JAM2,path:hsa05120,Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human),1
hsa:5879,RAC1,path:hsa05120,Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human),0
hsa:5970,RELA,path:hsa05120,Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human),5
hsa:6300,MAPK12,path:hsa05120,Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human),2
hsa:6352,CCL5,path:hsa05120,Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human),1
hsa:6416,MAP2K4,path:hsa05120,Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human),2
hsa:6714,SRC,path:hsa05120,Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human),1
hsa:6868,ADAM17,path:hsa05120,Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human),1
hsa:7082,TJP1,path:hsa05120,Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human),1
hsa:836,CASP3,path:hsa05120,Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human),0
hsa:83700,JAM3,path:hsa05120,Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human),1
hsa:8517,IKBKG,path:hsa05120,Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human),0
hsa:8992,ATP6V0E1,path:hsa05120,Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human),1
hsa:9020,MAP3K14,path:hsa05120,Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human),2
hsa:90423,ATP6V1E2,path:hsa05120,Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human),1
hsa:9114,ATP6V0D1,path:hsa05120,Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human),1
hsa:9296,ATP6V1F,path:hsa05120,Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human),1
hsa:9550,ATP6V1G1,path:hsa05120,Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human),1
hsa:998,CDC42,path:hsa05120,Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human),0
hsa:10006,ABI1,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),0
hsa:100132463,CLDN24,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),0
hsa:100288814,CLDN34; claudin-34,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),0
hsa:100506658,OCLN,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),0
hsa:10061,ABCF2,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),1
hsa:10092,ARPC5,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),8
hsa:10093,ARPC4,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),8
hsa:10094,ARPC3,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),8
hsa:10095,ARPC1B,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),8
hsa:10096,ACTR3,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),8
hsa:10097,ACTR2,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),8
hsa:10109,ARPC2,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),8
hsa:10163,WASF2,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),3
hsa:102723407,immunoglobulin heavy variable 4-38-2-like,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),1
hsa:10376,TUBA1B,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),1
hsa:10381,TUBB3,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),1
hsa:10382,TUBB4A,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),1
hsa:10383,TUBB4B,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),1
hsa:10427,SEC24B,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),0
hsa:10454,TAB1,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),0
hsa:10458,BAIAP2,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),0
hsa:10552,ARPC1A,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),8
hsa:10672,GNA13,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),2
hsa:10686,CLDN16,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),0
hsa:10787,NCKAP1,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),0
hsa:10802,SEC24A; protein transport protein Sec24A isoform 1,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),0
hsa:10810,WASF3,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),1
hsa:10972,TMED10,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),0
hsa:112714,TUBA3E; tubulin alpha-3E chain,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),1
hsa:113457,TUBA3D,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),1
hsa:114483834,ABCF2-H2BK1,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),1
hsa:114548,NLRP3,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),1
hsa:114609,TIRAP,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),0
hsa:1147,CHUK,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),0
hsa:1364,CLDN4,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),0
hsa:1365,CLDN3,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),0
hsa:1366,CLDN7,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),0
hsa:137075,CLDN23,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),0
hsa:1432,MAPK14,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),2
hsa:147179,WIPF2,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),2
hsa:147945,NLRP4,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),2
hsa:149461,CLDN19,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),0
hsa:1902,LPAR1,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),3
hsa:2017,CTTN,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),0
hsa:203068,TUBB,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),1
hsa:2147,F2,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),1
hsa:2149,F2R,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),3
hsa:2212,FCGR2A,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),3
hsa:23118,TAB2,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),0
hsa:23191,CYFIP1,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),0
hsa:23365,ARHGEF12,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),2
hsa:2353,FOS,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),7
hsa:23562,CLDN14,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),0
hsa:24146,CLDN15; claudin-15,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),0
hsa:25,ABL1,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),0
hsa:2534,FYN,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),0
hsa:257397,TAB3,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),0
hsa:2597,GAPDH,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),1
hsa:260334,TUBB8B,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),1
hsa:26285,CLDN17; claudin-17,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),0
hsa:26999,CYFIP2,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),0
hsa:27128,CYTH4,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),1
hsa:2768,GNA12,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),2
hsa:283446,MYO1H,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),1
hsa:2846,LPAR4,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),3
hsa:29108,PYCARD,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),0
hsa:3059,HCLS1,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),0
hsa:3071,NCKAP1L,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),0
hsa:347688,TUBB8,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),1
hsa:347733,TUBB2B,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),1
hsa:355,FAS,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),2
hsa:3551,IKBKB,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),0
hsa:3553,IL1B,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),4
hsa:3554,IL1R1,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),2
hsa:356,FASLG,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),1
hsa:3569,IL6,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),2
hsa:3576,CXCL8,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),2
hsa:3606,IL18,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),1
hsa:3654,IRAK1,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),3
hsa:3688,ITGB1,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),0
hsa:3725,JUN,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),7
hsa:375,ARF1,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),2
hsa:382,ARF6; ADP-ribosylation factor 6,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),2
hsa:387,RHOA,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),6
hsa:4430,MYO1B,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),1
hsa:4542,MYO1F; unconventional myosin-If isoform 1,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),1
hsa:4615,MYD88,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),3
hsa:4627,MYH9,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),1
hsa:4628,MYH10,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),1
hsa:4629,MYH11,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),1
hsa:4640,MYO1A,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),1
hsa:4641,MYO1C,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),1
hsa:4642,MYO1D,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),1
hsa:4643,MYO1E,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),1
hsa:4644,MYO5A,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),1
hsa:4645,MYO5B,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),1
hsa:4646,MYO6,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),1
hsa:4651,MYO10,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),1
hsa:4671,NAIP,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),1
hsa:4690,NCK1,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),1
hsa:4691,NCL,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),0
hsa:4790,NFKB1,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),0
hsa:4792,NFKBIA,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),2
hsa:4793,NFKBIB,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),2
hsa:49861,CLDN20; claudin-20 precursor,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),0
hsa:5010,CLDN11,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),0
hsa:5058,PAK1,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),0
hsa:5062,PAK2,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),0
hsa:5063,PAK3,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),0
hsa:51135,IRAK4,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),3
hsa:51208,CLDN18,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),0
hsa:51807,TUBA8,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),1
hsa:53842,CLDN22,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),0
hsa:54205,CYCS,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),3
hsa:55845,BRK1,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),0
hsa:55930,MYO5C; unconventional myosin-Vc,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),1
hsa:5594,MAPK1,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),2
hsa:5595,MAPK3,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),2
hsa:55971,BAIAP2L1,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),0
hsa:5599,MAPK8,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),2
hsa:5600,MAPK11,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),2
hsa:5601,MAPK9,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),2
hsa:5602,MAPK10,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),2
hsa:5603,MAPK13,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),2
hsa:57121,LPAR5,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),3
hsa:57180,ACTR3B,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),8
hsa:5777,PTPN6,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),1
hsa:578,BAK1,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),2
hsa:5781,PTPN11,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),1
hsa:581,BAX,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),2
hsa:5861,RAB1A,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),0
hsa:5879,RAC1,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),3
hsa:5970,RELA,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),1
hsa:60,ACTB,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),7
hsa:6093,ROCK1,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),1
hsa:6188,RPS3,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),1
hsa:6300,MAPK12,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),2
hsa:64005,MYO1G,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),1
hsa:644150,WIPF3,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),2
hsa:644672,CLDN25; claudin-25,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),0
hsa:653857,ACTR3C,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),8
hsa:6714,SRC,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),1
hsa:6885,MAP3K7,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),0
hsa:7009,TMBIM6,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human),2
